CodEntrega,CodVenta,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Tiempo_Entrega,Costo_Total_Entrega,Entregado_A_Tiempo,Costo_Por_Km,Distancia_Recorrida_Km,CodProveedor,CodRango,CodEstado,CodAlmacen
2632,2632,2021-07-11,2021-07-15,2021-07-17,6 días,1699.88,No,3.59,473.86,8,3,3,1
2633,2633,2021-07-10,2021-07-14,2021-07-11,1 días,286.04,Si,32.8,8.72,3,1,3,15
2634,2634,2021-07-12,2021-07-16,2021-07-17,5 días,759.48,No,6.61,114.87,4,2,3,3
2635,2635,2021-07-11,2021-07-15,2021-07-18,7 días,344.12,No,11.86,29.02,1,1,3,10
2636,2636,2021-07-12,2021-07-16,2021-07-15,3 días,508.57,Si,12.55,40.51,3,1,3,12
2637,2637,2021-07-12,2021-07-16,2021-07-15,3 días,405.11,Si,12.68,31.94,2,1,4,8
2638,2638,2021-07-12,2021-07-16,2021-07-15,3 días,295.91,Si,19.54,15.14,2,1,4,6
2639,2639,2021-07-11,2021-07-15,2021-07-16,5 días,390.94,No,13.14,29.76,2,1,3,4
2640,2640,2021-07-10,2021-07-14,2021-07-12,2 días,562.33,Si,10.66,52.74,5,2,3,1
2641,2641,2021-07-12,2021-07-16,2021-07-14,2 días,1134.6,Si,6.31,179.91,5,2,3,9
2642,2642,2021-07-10,2021-07-14,2021-07-12,2 días,880.25,Si,7.13,123.39,5,2,3,8
2643,2643,2021-07-12,2021-07-16,2021-07-17,5 días,506.38,No,10.66,47.52,2,1,3,12
2644,2644,2021-07-12,2021-07-16,,Pendiente,467.13,Pendiente,13.5,34.59,3,1,2,15
2645,2645,2021-07-11,2021-07-15,2021-07-18,7 días,435.21,No,14.49,30.03,3,1,3,9
2646,2646,2021-07-11,2021-07-15,2021-07-18,7 días,276.28,No,22.8,12.12,2,1,3,6
2647,2647,2021-07-13,2021-07-17,2021-07-17,4 días,505.28,Si,12.62,40.04,3,1,3,14
2648,2648,2021-07-11,2021-07-15,,Pendiente,445.74,Pendiente,11.67,38.19,2,1,2,15
2649,2649,2021-07-12,2021-07-16,2021-07-18,6 días,345.18,No,15.19,22.72,2,1,4,3
2650,2650,2021-07-11,2021-07-15,,Pendiente,3286.32,Pendiente,2.45,1343.16,7,3,2,3
2651,2651,2021-07-13,2021-07-17,,Pendiente,324.8,Pendiente,12.59,25.8,1,1,1,14
2652,2652,2021-07-13,2021-07-17,2021-07-14,1 días,462.96,Si,11.34,40.84,2,1,3,2
2653,2653,2021-07-13,2021-07-17,2021-07-15,2 días,555.96,Si,11.76,47.28,3,1,3,5
2654,2654,2021-07-11,2021-07-15,2021-07-14,3 días,465.02,Si,9.46,49.17,1,1,3,15
2655,2655,2021-07-12,2021-07-16,2021-07-14,2 días,294.08,Si,14.22,20.68,1,1,3,2
2656,2656,2021-07-12,2021-07-16,2021-07-18,6 días,464.42,No,9.46,49.07,1,1,4,9
2657,2657,2021-07-13,2021-07-17,2021-07-20,7 días,265.22,No,16.71,15.87,1,1,3,15
2658,2658,2021-07-11,2021-07-15,2021-07-17,6 días,273.37,No,39.56,6.91,3,1,3,15
2659,2659,2021-07-12,2021-07-16,2021-07-17,5 días,290.42,No,14.47,20.07,1,1,3,8
2660,2660,2021-07-11,2021-07-15,2021-07-16,5 días,402.73,No,15.86,25.39,3,1,3,11
2661,2661,2021-07-12,2021-07-16,2021-07-13,1 días,386.07,Si,16.78,23.01,3,1,3,2
2662,2662,2021-07-13,2021-07-17,2021-07-17,4 días,551.9,Si,11.82,46.7,3,1,3,8
2663,2663,2021-07-13,2021-07-17,2021-07-18,5 días,246.2,No,19.39,12.7,1,1,3,9
2664,2664,2021-07-14,2021-07-18,2021-07-20,6 días,291.14,No,14.42,20.19,1,1,3,4
2665,2665,2021-07-12,2021-07-16,2021-07-16,4 días,283.17,Si,21.48,13.18,2,1,3,7
2666,2666,2021-07-14,2021-07-18,2021-07-21,7 días,366.05,No,18.17,20.15,3,1,3,1
2667,2667,2021-07-12,2021-07-16,2021-07-18,6 días,393.32,No,10.57,37.22,1,1,3,15
2668,2668,2021-07-14,2021-07-18,2021-07-17,3 días,549.87,Si,11.85,46.41,3,1,3,8
2669,2669,2021-07-12,2021-07-16,2021-07-14,2 días,456.68,Si,9.56,47.78,1,1,3,14
2670,2670,2021-07-14,2021-07-18,2021-07-21,7 días,816.09,No,7.48,109.13,5,2,3,8
2671,2671,2021-07-13,2021-07-17,2021-07-17,4 días,279.98,Si,15.27,18.33,1,1,3,15
2672,2672,2021-07-13,2021-07-17,,Pendiente,336.92,Pendiente,12.11,27.82,1,1,1,4
2673,2673,2021-07-13,2021-07-17,,Pendiente,354.8,Pendiente,14.66,24.2,2,1,1,15
2674,2674,2021-07-13,2021-07-17,2021-07-14,1 días,289.76,Si,14.52,19.96,1,1,3,6
2675,2675,2021-07-14,2021-07-18,2021-07-18,4 días,212.0,Si,30.29,7.0,1,1,3,1
2676,2676,2021-07-14,2021-07-18,2021-07-21,7 días,525.58,No,12.24,42.94,3,1,3,4
2677,2677,2021-07-13,2021-07-17,2021-07-17,4 días,941.75,Si,7.96,118.35,6,2,3,6
2678,2678,2021-07-12,2021-07-16,2021-07-15,3 días,365.24,Si,11.22,32.54,1,1,4,1
2679,2679,2021-07-14,2021-07-18,2021-07-17,3 días,375.8,Si,10.96,34.3,1,1,3,6
2680,2680,2021-07-13,2021-07-17,2021-07-16,3 días,574.4,Si,8.37,68.6,4,2,3,14
2681,2681,2021-07-14,2021-07-18,2021-07-21,7 días,289.61,No,31.38,9.23,3,1,3,11
2682,2682,2021-07-14,2021-07-18,2021-07-21,7 días,422.47,No,12.21,34.61,2,1,3,14
2683,2683,2021-07-15,2021-07-19,2021-07-21,6 días,275.96,No,37.91,7.28,3,1,3,2
2684,2684,2021-07-15,2021-07-19,2021-07-21,6 días,277.46,No,15.49,17.91,1,1,3,2
2685,2685,2021-07-13,2021-07-17,2021-07-15,2 días,356.69,Si,14.56,24.49,2,1,3,9
2686,2686,2021-07-13,2021-07-17,2021-07-18,5 días,460.64,No,9.51,48.44,1,1,3,15
2687,2687,2021-07-15,2021-07-19,2021-07-20,5 días,450.33,No,13.99,32.19,3,1,3,8
2688,2688,2021-07-14,2021-07-18,2021-07-19,5 días,293.81,No,29.89,9.83,3,1,3,15
2689,2689,2021-07-14,2021-07-18,2021-07-20,6 días,293.88,No,29.87,9.84,3,1,3,13
2690,2690,2021-07-15,2021-07-19,2021-07-17,2 días,517.11,Si,10.52,49.17,2,1,3,6
2691,2691,2021-07-13,2021-07-17,2021-07-18,5 días,323.93,No,16.65,19.45,2,1,3,7
2692,2692,2021-07-15,2021-07-19,2021-07-16,1 días,901.48,Si,6.0,150.37,4,2,3,6
2693,2693,2021-07-15,2021-07-19,2021-07-22,7 días,211.64,No,30.5,6.94,1,1,3,4
2694,2694,2021-07-15,2021-07-19,2021-07-22,7 días,2518.4,No,2.63,959.2,7,3,4,6
2695,2695,2021-07-15,2021-07-19,2021-07-22,7 días,337.06,No,15.7,21.47,2,1,3,7
2696,2696,2021-07-14,2021-07-18,2021-07-17,3 días,252.32,Si,18.39,13.72,1,1,3,1
2697,2697,2021-07-15,2021-07-19,2021-07-16,1 días,3087.4,Si,2.87,1077.13,8,3,3,4
2698,2698,2021-07-15,2021-07-19,2021-07-19,4 días,459.15,Si,13.73,33.45,3,1,3,14
2699,2699,2021-07-14,2021-07-18,2021-07-21,7 días,521.2,No,9.42,55.3,4,2,3,8
2700,2700,2021-07-16,2021-07-20,2021-07-20,4 días,434.44,Si,14.52,29.92,3,1,3,6
2701,2701,2021-07-16,2021-07-20,2021-07-22,6 días,330.98,No,12.34,26.83,1,1,3,1
2702,2702,2021-07-15,2021-07-19,2021-07-16,1 días,234.26,Si,21.87,10.71,1,1,3,1
2703,2703,2021-07-15,2021-07-19,2021-07-22,7 días,251.32,No,30.35,8.28,2,1,3,13
2704,2704,2021-07-15,2021-07-19,2021-07-22,7 días,210.98,No,30.89,6.83,1,1,3,13
2705,2705,2021-07-14,2021-07-18,2021-07-15,1 días,553.16,Si,11.8,46.88,3,1,3,8
2706,2706,2021-07-15,2021-07-19,2021-07-22,7 días,338.29,No,15.62,21.66,2,1,3,12
2707,2707,2021-07-16,2021-07-20,2021-07-17,1 días,1225.3,Si,7.0,175.06,6,2,4,9
2708,2708,2021-07-17,2021-07-21,2021-07-23,6 días,453.21,No,11.52,39.34,2,1,3,6
2709,2709,2021-07-16,2021-07-20,2021-07-17,1 días,1576.52,Si,3.23,488.26,7,3,3,14
2710,2710,2021-07-17,2021-07-21,2021-07-23,6 días,503.04,No,12.66,39.72,3,1,3,8
2711,2711,2021-07-16,2021-07-20,2021-07-18,2 días,372.08,Si,11.05,33.68,1,1,3,6
2712,2712,2021-07-16,2021-07-20,2021-07-19,3 días,462.76,Si,11.34,40.81,2,1,3,5
2713,2713,2021-07-15,2021-07-19,2021-07-21,6 días,1661.68,No,5.59,297.04,5,2,3,14
2714,2714,2021-07-17,2021-07-21,,Pendiente,483.56,Pendiente,10.99,44.01,2,1,1,9
2715,2715,2021-07-15,2021-07-19,2021-07-21,6 días,396.57,No,16.18,24.51,3,1,3,6
2716,2716,2021-07-15,2021-07-19,2021-07-21,6 días,699.3,No,10.01,69.86,6,2,3,13
2717,2717,2021-07-17,2021-07-21,2021-07-21,4 días,377.6,Si,10.91,34.6,1,1,3,15
2718,2718,2021-07-17,2021-07-21,,Pendiente,240.02,Pendiente,20.57,11.67,1,1,1,14
2719,2719,2021-07-16,2021-07-20,2021-07-20,4 días,1524.61,Si,5.72,266.58,5,2,3,10
2720,2720,2021-07-16,2021-07-20,2021-07-22,6 días,460.88,No,11.37,40.52,2,1,3,15
2721,2721,2021-07-17,2021-07-21,2021-07-20,3 días,364.44,Si,18.3,19.92,3,1,4,7
2722,2722,2021-07-17,2021-07-21,2021-07-24,7 días,466.64,No,13.52,34.52,3,1,3,6
2723,2723,2021-07-15,2021-07-19,2021-07-16,1 días,242.16,Si,35.25,6.87,2,1,3,5
2724,2724,2021-07-17,2021-07-21,2021-07-20,3 días,427.7,Si,9.96,42.95,1,1,3,6
2725,2725,2021-07-17,2021-07-21,2021-07-18,1 días,398.42,Si,10.47,38.07,1,1,3,6
2726,2726,2021-07-16,2021-07-20,2021-07-19,3 días,235.88,Si,21.48,10.98,1,1,4,13
2727,2727,2021-07-18,2021-07-22,2021-07-23,5 días,287.44,No,32.22,8.92,3,1,3,11
2728,2728,2021-07-17,2021-07-21,,Pendiente,463.94,Pendiente,9.47,48.99,1,1,2,7
2729,2729,2021-07-18,2021-07-22,2021-07-25,7 días,505.42,No,12.62,40.06,3,1,4,6
2730,2730,2021-07-17,2021-07-21,2021-07-20,3 días,496.67,Si,12.8,38.81,3,1,3,15
2731,2731,2021-07-17,2021-07-21,2021-07-24,7 días,425.62,No,14.85,28.66,3,1,3,5
2732,2732,2021-07-18,2021-07-22,2021-07-19,1 días,401.75,Si,15.91,25.25,3,1,3,15
2733,2733,2021-07-18,2021-07-22,2021-07-19,1 días,1011.97,Si,6.63,152.66,5,2,3,6
2734,2734,2021-07-16,2021-07-20,2021-07-18,2 días,708.45,Si,9.88,71.69,6,2,3,4
2735,2735,2021-07-17,2021-07-21,2021-07-24,7 días,386.14,No,16.77,23.02,3,1,3,8
2736,2736,2021-07-18,2021-07-22,2021-07-19,1 días,1067.88,Si,5.56,191.97,4,2,3,14
2737,2737,2021-07-18,2021-07-22,2021-07-21,3 días,419.12,Si,10.09,41.52,1,1,3,15
2738,2738,2021-07-18,2021-07-22,2021-07-22,4 días,526.63,Si,12.22,43.09,3,1,3,8
2739,2739,2021-07-16,2021-07-20,2021-07-19,3 días,236.54,Si,21.33,11.09,1,1,3,6
2740,2740,2021-07-17,2021-07-21,2021-07-21,4 días,756.4,Si,6.63,114.1,4,2,3,8
2741,2741,2021-07-19,2021-07-23,2021-07-20,1 días,382.7,Si,10.8,35.45,1,1,3,2
2742,2742,2021-07-19,2021-07-23,,Pendiente,304.22,Pendiente,13.6,22.37,1,1,2,13
2743,2743,2021-07-19,2021-07-23,2021-07-22,3 días,452.18,Si,9.61,47.03,1,1,3,6
2744,2744,2021-07-19,2021-07-23,2021-07-20,1 días,592.93,Si,9.96,59.54,5,2,3,9
2745,2745,2021-07-19,2021-07-23,2021-07-24,5 días,243.86,No,19.81,12.31,1,1,3,4
2746,2746,2021-07-18,2021-07-22,2021-07-21,3 días,1453.85,Si,6.59,220.77,6,2,3,8
2747,2747,2021-07-17,2021-07-21,2021-07-23,6 días,361.88,No,11.32,31.98,1,1,3,7
2748,2748,2021-07-18,2021-07-22,2021-07-23,5 días,3299.92,No,2.82,1169.53,8,3,3,4
2749,2749,2021-07-17,2021-07-21,2021-07-19,2 días,279.88,Si,35.7,7.84,3,1,3,1
2750,2750,2021-07-17,2021-07-21,2021-07-24,7 días,407.42,No,15.63,26.06,3,1,3,12
2751,2751,2021-07-17,2021-07-21,2021-07-23,6 días,411.83,No,15.43,26.69,3,1,3,6
2752,2752,2021-07-18,2021-07-22,2021-07-23,5 días,286.16,No,14.78,19.36,1,1,3,12
2753,2753,2021-07-18,2021-07-22,,Pendiente,340.57,Pendiente,20.63,16.51,3,1,2,8
2754,2754,2021-07-18,2021-07-22,2021-07-23,5 días,681.54,No,8.6,79.23,5,2,3,2
2755,2755,2021-07-18,2021-07-22,2021-07-20,2 días,1281.35,Si,6.88,186.27,6,2,3,6
2756,2756,2021-07-18,2021-07-22,2021-07-24,6 días,358.44,No,14.48,24.76,2,1,3,11
2757,2757,2021-07-20,2021-07-24,,Pendiente,721.04,Pendiente,6.85,105.26,4,2,1,15
2758,2758,2021-07-18,2021-07-22,,Pendiente,397.96,Pendiente,12.9,30.84,2,1,2,4
2759,2759,2021-07-20,2021-07-24,2021-07-27,7 días,277.01,No,37.28,7.43,3,1,3,1
2760,2760,2021-07-19,2021-07-23,2021-07-26,7 días,1069.57,No,6.46,165.46,5,2,3,4
2761,2761,2021-07-20,2021-07-24,2021-07-26,6 días,2005.92,No,2.85,702.96,7,3,4,4
2762,2762,2021-07-20,2021-07-24,2021-07-26,6 días,285.25,No,21.13,13.5,2,1,3,2
2763,2763,2021-07-19,2021-07-23,,Pendiente,429.38,Pendiente,9.93,43.23,1,1,1,6
2764,2764,2021-07-19,2021-07-23,2021-07-22,3 días,262.56,Si,26.23,10.01,2,1,3,12
2765,2765,2021-07-21,2021-07-25,2021-07-28,7 días,371.09,No,17.78,20.87,3,1,3,4
2766,2766,2021-07-19,2021-07-23,2021-07-22,3 días,211.94,Si,30.32,6.99,1,1,3,2
2767,2767,2021-07-20,2021-07-24,2021-07-22,2 días,1159.3,Si,6.25,185.4,5,2,3,11
2768,2768,2021-07-20,2021-07-24,2021-07-27,7 días,434.6,No,9.85,44.1,1,1,3,3
2769,2769,2021-07-19,2021-07-23,2021-07-26,7 días,420.02,No,10.08,41.67,1,1,3,9
2770,2770,2021-07-20,2021-07-24,2021-07-25,5 días,400.3,No,12.83,31.2,2,1,3,2
2771,2771,2021-07-21,2021-07-25,2021-07-24,3 días,1523.1,Si,3.84,397.0,8,3,4,15
2772,2772,2021-07-20,2021-07-24,,Pendiente,349.76,Pendiente,11.67,29.96,1,1,1,8
2773,2773,2021-07-19,2021-07-23,2021-07-25,6 días,280.96,No,21.88,12.84,2,1,3,12
2774,2774,2021-07-21,2021-07-25,,Pendiente,456.98,Pendiente,13.79,33.14,3,1,2,4
2775,2775,2021-07-20,2021-07-24,2021-07-21,1 días,1784.4,Si,3.01,592.2,7,3,3,15
2776,2776,2021-07-20,2021-07-24,2021-07-25,5 días,1897.94,No,2.92,648.97,7,3,3,1
2777,2777,2021-07-21,2021-07-25,2021-07-24,3 días,248.48,Si,19.0,13.08,1,1,3,7
2778,2778,2021-07-21,2021-07-25,2021-07-24,3 días,1295.84,Si,5.21,248.96,4,2,3,12
2779,2779,2021-07-20,2021-07-24,2021-07-23,3 días,354.01,Si,19.21,18.43,3,1,3,12
2780,2780,2021-07-20,2021-07-24,2021-07-25,5 días,319.76,No,12.81,24.96,1,1,3,1
2781,2781,2021-07-20,2021-07-24,2021-07-24,4 días,345.74,Si,11.8,29.29,1,1,3,4
2782,2782,2021-07-19,2021-07-23,2021-07-23,4 días,507.88,Si,10.64,47.75,2,1,3,14
2783,2783,2021-07-20,2021-07-24,2021-07-27,7 días,440.0,No,9.78,45.0,1,1,3,14
2784,2784,2021-07-20,2021-07-24,2021-07-21,1 días,349.67,Si,19.63,17.81,3,1,3,13
2785,2785,2021-07-22,2021-07-26,2021-07-24,2 días,1423.4,Si,5.07,280.85,4,2,3,13
2786,2786,2021-07-21,2021-07-25,2021-07-22,1 días,532.58,Si,12.12,43.94,3,1,3,7
2787,2787,2021-07-20,2021-07-24,2021-07-23,3 días,226.7,Si,23.99,9.45,1,1,3,1
2788,2788,2021-07-20,2021-07-24,2021-07-25,5 días,760.44,No,6.61,115.11,4,2,3,8
2789,2789,2021-07-20,2021-07-24,2021-07-26,6 días,2385.46,No,2.67,892.73,7,3,3,14
2790,2790,2021-07-20,2021-07-24,2021-07-23,3 días,703.8,Si,9.95,70.76,6,2,3,12
2791,2791,2021-07-22,2021-07-26,2021-07-26,4 días,1056.68,Si,5.59,189.17,4,2,3,15
2792,2792,2021-07-20,2021-07-24,2021-07-24,4 días,1177.16,Si,5.37,219.29,4,2,3,7
2793,2793,2021-07-20,2021-07-24,,Pendiente,370.39,Pendiente,17.83,20.77,3,1,2,6
2794,2794,2021-07-20,2021-07-24,2021-07-27,7 días,393.8,No,10.56,37.3,1,1,3,15
2795,2795,2021-07-20,2021-07-24,2021-07-23,3 días,268.94,Si,16.31,16.49,1,1,3,6
2796,2796,2021-07-22,2021-07-26,2021-07-25,3 días,301.24,Si,18.87,15.96,2,1,3,14
2797,2797,2021-07-22,2021-07-26,2021-07-23,1 días,467.84,Si,9.42,49.64,1,1,3,14
2798,2798,2021-07-21,2021-07-25,2021-07-24,3 días,338.66,Si,12.05,28.11,1,1,3,6
2799,2799,2021-07-22,2021-07-26,2021-07-23,1 días,436.75,Si,14.44,30.25,3,1,3,6
2800,2800,2021-07-21,2021-07-25,,Pendiente,308.32,Pendiente,18.08,17.05,2,1,2,9
2801,2801,2021-07-22,2021-07-26,2021-07-29,7 días,562.4,No,11.67,48.2,3,1,3,15
2802,2802,2021-07-22,2021-07-26,2021-07-25,3 días,1189.1,Si,7.09,167.82,6,2,3,15
2803,2803,2021-07-21,2021-07-25,2021-07-28,7 días,235.98,No,39.86,5.92,2,1,3,14
2804,2804,2021-07-22,2021-07-26,2021-07-26,4 días,559.25,Si,11.71,47.75,3,1,3,3
2805,2805,2021-07-21,2021-07-25,2021-07-22,1 días,254.9,Si,28.87,8.83,2,1,4,2
2806,2806,2021-07-20,2021-07-24,2021-07-21,1 días,339.08,Si,12.03,28.18,1,1,3,6
2807,2807,2021-07-20,2021-07-24,2021-07-24,4 días,301.31,Si,18.87,15.97,2,1,3,4
2808,2808,2021-07-20,2021-07-24,2021-07-22,2 días,321.8,Si,12.72,25.3,1,1,3,1
2809,2809,2021-07-21,2021-07-25,2021-07-22,1 días,1401.62,Si,5.86,239.25,5,2,4,2
2810,2810,2021-07-21,2021-07-25,2021-07-26,5 días,258.02,No,17.59,14.67,1,1,3,3
2811,2811,2021-07-23,2021-07-27,2021-07-27,4 días,494.75,Si,10.82,45.73,2,1,3,5
2812,2812,2021-07-22,2021-07-26,2021-07-24,2 días,378.65,Si,17.25,21.95,3,1,3,3
2813,2813,2021-07-23,2021-07-27,2021-07-24,1 días,380.48,Si,10.85,35.08,1,1,3,13
2814,2814,2021-07-23,2021-07-27,2021-07-26,3 días,486.94,Si,13.01,37.42,3,1,3,1
2815,2815,2021-07-22,2021-07-26,2021-07-24,2 días,570.94,Si,11.55,49.42,3,1,3,14
2816,2816,2021-07-23,2021-07-27,2021-07-29,6 días,399.14,No,10.45,38.19,1,1,4,11
2817,2817,2021-07-23,2021-07-27,2021-07-30,7 días,221.84,No,25.68,8.64,1,1,3,6
2818,2818,2021-07-21,2021-07-25,,Pendiente,1783.75,Pendiente,6.22,286.75,6,2,1,15
2819,2819,2021-07-23,2021-07-27,2021-07-30,7 días,213.32,No,29.55,7.22,1,1,4,14
2820,2820,2021-07-21,2021-07-25,,Pendiente,1597.55,Pendiente,6.4,249.51,6,2,1,14
2821,2821,2021-07-23,2021-07-27,2021-07-29,6 días,318.87,No,23.78,13.41,3,1,3,1
2822,2822,2021-07-23,2021-07-27,2021-07-26,3 días,328.34,Si,12.44,26.39,1,1,3,2
2823,2823,2021-07-22,2021-07-26,2021-07-23,1 días,292.22,Si,14.35,20.37,1,1,3,4
2824,2824,2021-07-23,2021-07-27,2021-07-30,7 días,238.38,No,37.9,6.29,2,1,3,8
2825,2825,2021-07-24,2021-07-28,2021-07-25,1 días,430.59,Si,12.01,35.86,2,1,3,15
2826,2826,2021-07-23,2021-07-27,2021-07-30,7 días,343.81,No,15.27,22.51,2,1,3,6
2827,2827,2021-07-23,2021-07-27,2021-07-24,1 días,467.83,Si,13.49,34.69,3,1,3,2
2828,2828,2021-07-24,2021-07-28,2021-07-25,1 días,341.9,Si,20.47,16.7,3,1,3,7
2829,2829,2021-07-24,2021-07-28,2021-07-29,5 días,347.36,No,19.87,17.48,3,1,3,6
2830,2830,2021-07-23,2021-07-27,2021-07-26,3 días,291.56,Si,14.39,20.26,1,1,4,6
2831,2831,2021-07-23,2021-07-27,2021-07-30,7 días,254.57,No,28.99,8.78,2,1,3,6
2832,2832,2021-07-22,2021-07-26,2021-07-23,1 días,338.66,Si,12.05,28.11,1,1,3,15
2833,2833,2021-07-23,2021-07-27,2021-07-28,5 días,484.74,No,10.97,44.19,2,1,3,1
2834,2834,2021-07-23,2021-07-27,2021-07-24,1 días,442.1,Si,9.75,45.35,1,1,3,2
2835,2835,2021-07-23,2021-07-27,2021-07-29,6 días,682.24,No,7.14,95.56,4,2,3,12
2836,2836,2021-07-22,2021-07-26,2021-07-24,2 días,425.98,Si,12.12,35.15,2,1,3,14
2837,2837,2021-07-22,2021-07-26,2021-07-24,2 días,446.6,Si,9.69,46.1,1,1,3,1
2838,2838,2021-07-24,2021-07-28,2021-07-28,4 días,450.68,Si,9.63,46.78,1,1,3,15
2839,2839,2021-07-22,2021-07-26,2021-07-27,5 días,267.12,No,24.94,10.71,2,1,3,5
2840,2840,2021-07-23,2021-07-27,,Pendiente,297.27,Pendiente,19.37,15.35,2,1,2,14
2841,2841,2021-07-24,2021-07-28,2021-07-26,2 días,250.8,Si,30.59,8.2,2,1,4,2
2842,2842,2021-07-23,2021-07-27,2021-07-28,5 días,437.12,No,9.82,44.52,1,1,3,2
2843,2843,2021-07-24,2021-07-28,2021-07-30,6 días,426.02,No,9.98,42.67,1,1,3,1
2844,2844,2021-07-24,2021-07-28,2021-07-29,5 días,312.62,No,13.15,23.77,1,1,3,10
2845,2845,2021-07-23,2021-07-27,2021-07-24,1 días,292.16,Si,14.35,20.36,1,1,3,2
2846,2846,2021-07-23,2021-07-27,2021-07-26,3 días,238.91,Si,37.51,6.37,2,1,3,14
2847,2847,2021-07-25,2021-07-29,2021-07-26,1 días,334.06,Si,21.44,15.58,3,1,3,10
2848,2848,2021-07-23,2021-07-27,2021-07-25,2 días,208.4,Si,32.56,6.4,1,1,3,1
2849,2849,2021-07-25,2021-07-29,2021-07-29,4 días,2883.23,Si,2.92,988.36,8,3,3,11
2850,2850,2021-07-25,2021-07-29,2021-07-31,6 días,305.48,No,13.53,22.58,1,1,3,8
2851,2851,2021-07-26,2021-07-30,2021-07-28,2 días,434.16,Si,11.92,36.41,2,1,3,6
2852,2852,2021-07-26,2021-07-30,2021-07-28,2 días,402.25,Si,12.77,31.5,2,1,3,6
2853,2853,2021-07-24,2021-07-28,2021-07-26,2 días,1316.88,Si,5.18,254.22,4,2,3,15
2854,2854,2021-07-26,2021-07-30,2021-08-02,7 días,531.6,No,12.14,43.8,3,1,3,14
2855,2855,2021-07-24,2021-07-28,,Pendiente,261.33,Pendiente,26.61,9.82,2,1,1,4
2856,2856,2021-07-25,2021-07-29,,Pendiente,1267.5,Pendiente,6.91,183.5,6,2,2,1
2857,2857,2021-07-26,2021-07-30,,Pendiente,569.82,Pendiente,11.57,49.26,3,1,1,4
2858,2858,2021-07-24,2021-07-28,2021-07-25,1 días,416.17,Si,15.24,27.31,3,1,3,6
2859,2859,2021-07-26,2021-07-30,2021-07-30,4 días,218.12,Si,27.2,8.02,1,1,3,1
2860,2860,2021-07-25,2021-07-29,2021-08-01,7 días,445.52,No,9.7,45.92,1,1,3,4
2861,2861,2021-07-26,2021-07-30,2021-08-02,7 días,398.53,No,16.08,24.79,3,1,3,6
2862,2862,2021-07-25,2021-07-29,2021-07-28,3 días,364.64,Si,11.24,32.44,1,1,4,12
2863,2863,2021-07-24,2021-07-28,2021-07-28,4 días,513.01,Si,10.57,48.54,2,1,3,12
2864,2864,2021-07-24,2021-07-28,2021-07-31,7 días,398.04,No,16.1,24.72,3,1,3,14
2865,2865,2021-07-26,2021-07-30,2021-07-28,2 días,466.43,Si,13.52,34.49,3,1,3,2
2866,2866,2021-07-26,2021-07-30,2021-07-27,1 días,395.38,Si,16.24,24.34,3,1,3,8
2867,2867,2021-07-26,2021-07-30,,Pendiente,1635.78,Pendiente,3.16,517.89,7,3,1,3
2868,2868,2021-07-27,2021-07-31,2021-07-29,2 días,423.87,Si,14.92,28.41,3,1,3,12
2869,2869,2021-07-26,2021-07-30,2021-07-31,5 días,433.25,No,14.56,29.75,3,1,3,15
2870,2870,2021-07-25,2021-07-29,2021-07-30,5 días,486.56,No,10.94,44.47,2,1,3,7
2871,2871,2021-07-27,2021-07-31,2021-08-03,7 días,204.56,No,35.51,5.76,1,1,3,6
2872,2872,2021-07-26,2021-07-30,2021-07-29,3 días,371.9,Si,11.05,33.65,1,1,3,12
2873,2873,2021-07-27,2021-07-31,,Pendiente,538.11,Pendiente,12.03,44.73,3,1,2,2
2874,2874,2021-07-27,2021-07-31,2021-07-30,3 días,294.2,Si,14.21,20.7,1,1,3,4
2875,2875,2021-07-27,2021-07-31,2021-07-31,4 días,431.72,Si,9.9,43.62,1,1,3,12
2876,2876,2021-07-27,2021-07-31,2021-08-01,5 días,484.41,No,10.97,44.14,2,1,3,2
2877,2877,2021-07-27,2021-07-31,2021-07-28,1 días,264.19,Si,25.75,10.26,2,1,3,15
2878,2878,2021-07-27,2021-07-31,,Pendiente,832.6,Pendiente,7.38,112.8,5,2,1,6
2879,2879,2021-07-25,2021-07-29,,Pendiente,350.96,Pendiente,11.64,30.16,1,1,1,13
2880,2880,2021-07-25,2021-07-29,2021-07-30,5 días,411.56,No,10.22,40.26,1,1,3,2
2881,2881,2021-07-26,2021-07-30,2021-07-30,4 días,472.52,Si,13.36,35.36,3,1,3,6
2882,2882,2021-07-25,2021-07-29,2021-07-30,5 días,504.37,No,12.64,39.91,3,1,3,1
2883,2883,2021-07-26,2021-07-30,2021-07-27,1 días,556.45,Si,11.75,47.35,3,1,3,1
2884,2884,2021-07-27,2021-07-31,2021-07-29,2 días,266.4,Si,25.13,10.6,2,1,4,9
2885,2885,2021-07-27,2021-07-31,2021-07-29,2 días,541.96,Si,11.97,45.28,3,1,3,2
2886,2886,2021-07-27,2021-07-31,2021-07-29,2 días,561.8,Si,8.58,65.45,4,2,3,12
2887,2887,2021-07-26,2021-07-30,2021-07-29,3 días,297.45,Si,28.74,10.35,3,1,3,1
2888,2888,2021-07-26,2021-07-30,2021-08-01,6 días,2163.14,No,3.2,675.28,8,3,4,2
2889,2889,2021-07-26,2021-07-30,2021-07-27,1 días,446.12,Si,9.69,46.02,1,1,3,8
