VentaSK,SK_Proveedor,SK_RangoDistancia,SK_EstadoPedido,SK_Almacen,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Distancia_Km,Costo_Total,Costo_Por_Km,Tiempo_Entrega_Dias,Entregado_A_Tiempo
2730,3,1,3,15,2021-07-17,2021-07-21,2021-07-20,38.81,496.67,12.8,3,Si
2731,3,1,3,5,2021-07-17,2021-07-21,2021-07-24,28.66,425.62,14.85,7,No
2732,3,1,3,15,2021-07-18,2021-07-22,2021-07-19,25.25,401.75,15.91,1,Si
2733,5,2,3,6,2021-07-18,2021-07-22,2021-07-19,152.66,1011.97,6.63,1,Si
2734,6,2,3,4,2021-07-16,2021-07-20,2021-07-18,71.69,708.45,9.88,2,Si
2735,3,1,3,8,2021-07-17,2021-07-21,2021-07-24,23.02,386.14,16.77,7,No
2736,4,2,3,14,2021-07-18,2021-07-22,2021-07-19,191.97,1067.88,5.56,1,Si
2737,1,1,3,15,2021-07-18,2021-07-22,2021-07-21,41.52,419.12,10.09,3,Si
2738,3,1,3,8,2021-07-18,2021-07-22,2021-07-22,43.09,526.63,12.22,4,Si
2739,1,1,3,6,2021-07-16,2021-07-20,2021-07-19,11.09,236.54,21.33,3,Si
2740,4,2,3,8,2021-07-17,2021-07-21,2021-07-21,114.1,756.4,6.63,4,Si
2741,1,1,3,2,2021-07-19,2021-07-23,2021-07-20,35.45,382.7,10.8,1,Si
2742,1,1,2,13,2021-07-19,2021-07-23,,22.37,304.22,13.6,0,Pendiente
2743,1,1,3,6,2021-07-19,2021-07-23,2021-07-22,47.03,452.18,9.61,3,Si
2744,5,2,3,9,2021-07-19,2021-07-23,2021-07-20,59.54,592.93,9.96,1,Si
2745,1,1,3,4,2021-07-19,2021-07-23,2021-07-24,12.31,243.86,19.81,5,No
2746,6,2,3,8,2021-07-18,2021-07-22,2021-07-21,220.77,1453.85,6.59,3,Si
2747,1,1,3,7,2021-07-17,2021-07-21,2021-07-23,31.98,361.88,11.32,6,No
2748,8,3,3,4,2021-07-18,2021-07-22,2021-07-23,1169.53,3299.92,2.82,5,No
2749,3,1,3,1,2021-07-17,2021-07-21,2021-07-19,7.84,279.88,35.7,2,Si
2750,3,1,3,12,2021-07-17,2021-07-21,2021-07-24,26.06,407.42,15.63,7,No
2751,3,1,3,6,2021-07-17,2021-07-21,2021-07-23,26.69,411.83,15.43,6,No
2752,1,1,3,12,2021-07-18,2021-07-22,2021-07-23,19.36,286.16,14.78,5,No
2753,3,1,2,8,2021-07-18,2021-07-22,,16.51,340.57,20.63,0,Pendiente
2754,5,2,3,2,2021-07-18,2021-07-22,2021-07-23,79.23,681.54,8.6,5,No
2755,6,2,3,6,2021-07-18,2021-07-22,2021-07-20,186.27,1281.35,6.88,2,Si
2756,2,1,3,11,2021-07-18,2021-07-22,2021-07-24,24.76,358.44,14.48,6,No
2757,4,2,1,15,2021-07-20,2021-07-24,,105.26,721.04,6.85,0,Pendiente
2758,2,1,2,4,2021-07-18,2021-07-22,,30.84,397.96,12.9,0,Pendiente
2759,3,1,3,1,2021-07-20,2021-07-24,2021-07-27,7.43,277.01,37.28,7,No
2760,5,2,3,4,2021-07-19,2021-07-23,2021-07-26,165.46,1069.57,6.46,7,No
2761,7,3,4,4,2021-07-20,2021-07-24,2021-07-26,702.96,2005.92,2.85,6,No
2762,2,1,3,2,2021-07-20,2021-07-24,2021-07-26,13.5,285.25,21.13,6,No
2763,1,1,1,6,2021-07-19,2021-07-23,,43.23,429.38,9.93,0,Pendiente
2764,2,1,3,12,2021-07-19,2021-07-23,2021-07-22,10.01,262.56,26.23,3,Si
2765,3,1,3,4,2021-07-21,2021-07-25,2021-07-28,20.87,371.09,17.78,7,No
2766,1,1,3,2,2021-07-19,2021-07-23,2021-07-22,6.99,211.94,30.32,3,Si
2767,5,2,3,11,2021-07-20,2021-07-24,2021-07-22,185.4,1159.3,6.25,2,Si
2768,1,1,3,3,2021-07-20,2021-07-24,2021-07-27,44.1,434.6,9.85,7,No
2769,1,1,3,9,2021-07-19,2021-07-23,2021-07-26,41.67,420.02,10.08,7,No
2770,2,1,3,2,2021-07-20,2021-07-24,2021-07-25,31.2,400.3,12.83,5,No
2771,8,3,4,15,2021-07-21,2021-07-25,2021-07-24,397.0,1523.1,3.84,3,Si
2772,1,1,1,8,2021-07-20,2021-07-24,,29.96,349.76,11.67,0,Pendiente
2773,2,1,3,12,2021-07-19,2021-07-23,2021-07-25,12.84,280.96,21.88,6,No
2774,3,1,2,4,2021-07-21,2021-07-25,,33.14,456.98,13.79,0,Pendiente
2775,7,3,3,15,2021-07-20,2021-07-24,2021-07-21,592.2,1784.4,3.01,1,Si
2776,7,3,3,1,2021-07-20,2021-07-24,2021-07-25,648.97,1897.94,2.92,5,No
2777,1,1,3,7,2021-07-21,2021-07-25,2021-07-24,13.08,248.48,19.0,3,Si
2778,4,2,3,12,2021-07-21,2021-07-25,2021-07-24,248.96,1295.84,5.21,3,Si
2779,3,1,3,12,2021-07-20,2021-07-24,2021-07-23,18.43,354.01,19.21,3,Si
2780,1,1,3,1,2021-07-20,2021-07-24,2021-07-25,24.96,319.76,12.81,5,No
2781,1,1,3,4,2021-07-20,2021-07-24,2021-07-24,29.29,345.74,11.8,4,Si
2782,2,1,3,14,2021-07-19,2021-07-23,2021-07-23,47.75,507.88,10.64,4,Si
2783,1,1,3,14,2021-07-20,2021-07-24,2021-07-27,45.0,440.0,9.78,7,No
2784,3,1,3,13,2021-07-20,2021-07-24,2021-07-21,17.81,349.67,19.63,1,Si
2785,4,2,3,13,2021-07-22,2021-07-26,2021-07-24,280.85,1423.4,5.07,2,Si
2786,3,1,3,7,2021-07-21,2021-07-25,2021-07-22,43.94,532.58,12.12,1,Si
2787,1,1,3,1,2021-07-20,2021-07-24,2021-07-23,9.45,226.7,23.99,3,Si
2788,4,2,3,8,2021-07-20,2021-07-24,2021-07-25,115.11,760.44,6.61,5,No
2789,7,3,3,14,2021-07-20,2021-07-24,2021-07-26,892.73,2385.46,2.67,6,No
2790,6,2,3,12,2021-07-20,2021-07-24,2021-07-23,70.76,703.8,9.95,3,Si
2791,4,2,3,15,2021-07-22,2021-07-26,2021-07-26,189.17,1056.68,5.59,4,Si
2792,4,2,3,7,2021-07-20,2021-07-24,2021-07-24,219.29,1177.16,5.37,4,Si
2793,3,1,2,6,2021-07-20,2021-07-24,,20.77,370.39,17.83,0,Pendiente
2794,1,1,3,15,2021-07-20,2021-07-24,2021-07-27,37.3,393.8,10.56,7,No
2795,1,1,3,6,2021-07-20,2021-07-24,2021-07-23,16.49,268.94,16.31,3,Si
2796,2,1,3,14,2021-07-22,2021-07-26,2021-07-25,15.96,301.24,18.87,3,Si
2797,1,1,3,14,2021-07-22,2021-07-26,2021-07-23,49.64,467.84,9.42,1,Si
2798,1,1,3,6,2021-07-21,2021-07-25,2021-07-24,28.11,338.66,12.05,3,Si
2799,3,1,3,6,2021-07-22,2021-07-26,2021-07-23,30.25,436.75,14.44,1,Si
2800,2,1,2,9,2021-07-21,2021-07-25,,17.05,308.32,18.08,0,Pendiente
2801,3,1,3,15,2021-07-22,2021-07-26,2021-07-29,48.2,562.4,11.67,7,No
2802,6,2,3,15,2021-07-22,2021-07-26,2021-07-25,167.82,1189.1,7.09,3,Si
2803,2,1,3,14,2021-07-21,2021-07-25,2021-07-28,5.92,235.98,39.86,7,No
2804,3,1,3,3,2021-07-22,2021-07-26,2021-07-26,47.75,559.25,11.71,4,Si
2805,2,1,4,2,2021-07-21,2021-07-25,2021-07-22,8.83,254.9,28.87,1,Si
2806,1,1,3,6,2021-07-20,2021-07-24,2021-07-21,28.18,339.08,12.03,1,Si
2807,2,1,3,4,2021-07-20,2021-07-24,2021-07-24,15.97,301.31,18.87,4,Si
2808,1,1,3,1,2021-07-20,2021-07-24,2021-07-22,25.3,321.8,12.72,2,Si
2809,5,2,4,2,2021-07-21,2021-07-25,2021-07-22,239.25,1401.62,5.86,1,Si
2810,1,1,3,3,2021-07-21,2021-07-25,2021-07-26,14.67,258.02,17.59,5,No
2811,2,1,3,5,2021-07-23,2021-07-27,2021-07-27,45.73,494.75,10.82,4,Si
2812,3,1,3,3,2021-07-22,2021-07-26,2021-07-24,21.95,378.65,17.25,2,Si
2813,1,1,3,13,2021-07-23,2021-07-27,2021-07-24,35.08,380.48,10.85,1,Si
2814,3,1,3,1,2021-07-23,2021-07-27,2021-07-26,37.42,486.94,13.01,3,Si
2815,3,1,3,14,2021-07-22,2021-07-26,2021-07-24,49.42,570.94,11.55,2,Si
2816,1,1,4,11,2021-07-23,2021-07-27,2021-07-29,38.19,399.14,10.45,6,No
2817,1,1,3,6,2021-07-23,2021-07-27,2021-07-30,8.64,221.84,25.68,7,No
2818,6,2,1,15,2021-07-21,2021-07-25,,286.75,1783.75,6.22,0,Pendiente
2819,1,1,4,14,2021-07-23,2021-07-27,2021-07-30,7.22,213.32,29.55,7,No
2820,6,2,1,14,2021-07-21,2021-07-25,,249.51,1597.55,6.4,0,Pendiente
2821,3,1,3,1,2021-07-23,2021-07-27,2021-07-29,13.41,318.87,23.78,6,No
2822,1,1,3,2,2021-07-23,2021-07-27,2021-07-26,26.39,328.34,12.44,3,Si
2823,1,1,3,4,2021-07-22,2021-07-26,2021-07-23,20.37,292.22,14.35,1,Si
2824,2,1,3,8,2021-07-23,2021-07-27,2021-07-30,6.29,238.38,37.9,7,No
2825,2,1,3,15,2021-07-24,2021-07-28,2021-07-25,35.86,430.59,12.01,1,Si
2826,2,1,3,6,2021-07-23,2021-07-27,2021-07-30,22.51,343.81,15.27,7,No
2827,3,1,3,2,2021-07-23,2021-07-27,2021-07-24,34.69,467.83,13.49,1,Si
2828,3,1,3,7,2021-07-24,2021-07-28,2021-07-25,16.7,341.9,20.47,1,Si
2829,3,1,3,6,2021-07-24,2021-07-28,2021-07-29,17.48,347.36,19.87,5,No
2830,1,1,4,6,2021-07-23,2021-07-27,2021-07-26,20.26,291.56,14.39,3,Si
2831,2,1,3,6,2021-07-23,2021-07-27,2021-07-30,8.78,254.57,28.99,7,No
2832,1,1,3,15,2021-07-22,2021-07-26,2021-07-23,28.11,338.66,12.05,1,Si
2833,2,1,3,1,2021-07-23,2021-07-27,2021-07-28,44.19,484.74,10.97,5,No
2834,1,1,3,2,2021-07-23,2021-07-27,2021-07-24,45.35,442.1,9.75,1,Si
2835,4,2,3,12,2021-07-23,2021-07-27,2021-07-29,95.56,682.24,7.14,6,No
2836,2,1,3,14,2021-07-22,2021-07-26,2021-07-24,35.15,425.98,12.12,2,Si
2837,1,1,3,1,2021-07-22,2021-07-26,2021-07-24,46.1,446.6,9.69,2,Si
2838,1,1,3,15,2021-07-24,2021-07-28,2021-07-28,46.78,450.68,9.63,4,Si
2839,2,1,3,5,2021-07-22,2021-07-26,2021-07-27,10.71,267.12,24.94,5,No
2840,2,1,2,14,2021-07-23,2021-07-27,,15.35,297.27,19.37,0,Pendiente
2841,2,1,4,2,2021-07-24,2021-07-28,2021-07-26,8.2,250.8,30.59,2,Si
2842,1,1,3,2,2021-07-23,2021-07-27,2021-07-28,44.52,437.12,9.82,5,No
2843,1,1,3,1,2021-07-24,2021-07-28,2021-07-30,42.67,426.02,9.98,6,No
2844,1,1,3,10,2021-07-24,2021-07-28,2021-07-29,23.77,312.62,13.15,5,No
2845,1,1,3,2,2021-07-23,2021-07-27,2021-07-24,20.36,292.16,14.35,1,Si
2846,2,1,3,14,2021-07-23,2021-07-27,2021-07-26,6.37,238.91,37.51,3,Si
2847,3,1,3,10,2021-07-25,2021-07-29,2021-07-26,15.58,334.06,21.44,1,Si
2848,1,1,3,1,2021-07-23,2021-07-27,2021-07-25,6.4,208.4,32.56,2,Si
2849,8,3,3,11,2021-07-25,2021-07-29,2021-07-29,988.36,2883.23,2.92,4,Si
2850,1,1,3,8,2021-07-25,2021-07-29,2021-07-31,22.58,305.48,13.53,6,No
2851,2,1,3,6,2021-07-26,2021-07-30,2021-07-28,36.41,434.16,11.92,2,Si
2852,2,1,3,6,2021-07-26,2021-07-30,2021-07-28,31.5,402.25,12.77,2,Si
2853,4,2,3,15,2021-07-24,2021-07-28,2021-07-26,254.22,1316.88,5.18,2,Si
2854,3,1,3,14,2021-07-26,2021-07-30,2021-08-02,43.8,531.6,12.14,7,No
2855,2,1,1,4,2021-07-24,2021-07-28,,9.82,261.33,26.61,0,Pendiente
2856,6,2,2,1,2021-07-25,2021-07-29,,183.5,1267.5,6.91,0,Pendiente
2857,3,1,1,4,2021-07-26,2021-07-30,,49.26,569.82,11.57,0,Pendiente
2858,3,1,3,6,2021-07-24,2021-07-28,2021-07-25,27.31,416.17,15.24,1,Si
2859,1,1,3,1,2021-07-26,2021-07-30,2021-07-30,8.02,218.12,27.2,4,Si
2860,1,1,3,4,2021-07-25,2021-07-29,2021-08-01,45.92,445.52,9.7,7,No
2861,3,1,3,6,2021-07-26,2021-07-30,2021-08-02,24.79,398.53,16.08,7,No
2862,1,1,4,12,2021-07-25,2021-07-29,2021-07-28,32.44,364.64,11.24,3,Si
2863,2,1,3,12,2021-07-24,2021-07-28,2021-07-28,48.54,513.01,10.57,4,Si
2864,3,1,3,14,2021-07-24,2021-07-28,2021-07-31,24.72,398.04,16.1,7,No
2865,3,1,3,2,2021-07-26,2021-07-30,2021-07-28,34.49,466.43,13.52,2,Si
2866,3,1,3,8,2021-07-26,2021-07-30,2021-07-27,24.34,395.38,16.24,1,Si
2867,7,3,1,3,2021-07-26,2021-07-30,,517.89,1635.78,3.16,0,Pendiente
2868,3,1,3,12,2021-07-27,2021-07-31,2021-07-29,28.41,423.87,14.92,2,Si
2869,3,1,3,15,2021-07-26,2021-07-30,2021-07-31,29.75,433.25,14.56,5,No
2870,2,1,3,7,2021-07-25,2021-07-29,2021-07-30,44.47,486.56,10.94,5,No
2871,1,1,3,6,2021-07-27,2021-07-31,2021-08-03,5.76,204.56,35.51,7,No
2872,1,1,3,12,2021-07-26,2021-07-30,2021-07-29,33.65,371.9,11.05,3,Si
2873,3,1,2,2,2021-07-27,2021-07-31,,44.73,538.11,12.03,0,Pendiente
2874,1,1,3,4,2021-07-27,2021-07-31,2021-07-30,20.7,294.2,14.21,3,Si
2875,1,1,3,12,2021-07-27,2021-07-31,2021-07-31,43.62,431.72,9.9,4,Si
2876,2,1,3,2,2021-07-27,2021-07-31,2021-08-01,44.14,484.41,10.97,5,No
2877,2,1,3,15,2021-07-27,2021-07-31,2021-07-28,10.26,264.19,25.75,1,Si
2878,5,2,1,6,2021-07-27,2021-07-31,,112.8,832.6,7.38,0,Pendiente
2879,1,1,1,13,2021-07-25,2021-07-29,,30.16,350.96,11.64,0,Pendiente
2880,1,1,3,2,2021-07-25,2021-07-29,2021-07-30,40.26,411.56,10.22,5,No
2881,3,1,3,6,2021-07-26,2021-07-30,2021-07-30,35.36,472.52,13.36,4,Si
2882,3,1,3,1,2021-07-25,2021-07-29,2021-07-30,39.91,504.37,12.64,5,No
2883,3,1,3,1,2021-07-26,2021-07-30,2021-07-27,47.35,556.45,11.75,1,Si
2884,2,1,4,9,2021-07-27,2021-07-31,2021-07-29,10.6,266.4,25.13,2,Si
2885,3,1,3,2,2021-07-27,2021-07-31,2021-07-29,45.28,541.96,11.97,2,Si
2886,4,2,3,12,2021-07-27,2021-07-31,2021-07-29,65.45,561.8,8.58,2,Si
2887,3,1,3,1,2021-07-26,2021-07-30,2021-07-29,10.35,297.45,28.74,3,Si
2888,8,3,4,2,2021-07-26,2021-07-30,2021-08-01,675.28,2163.14,3.2,6,No
2889,1,1,3,8,2021-07-26,2021-07-30,2021-07-27,46.02,446.12,9.69,1,Si
2890,2,1,3,1,2021-07-27,2021-07-31,2021-07-31,21.74,338.81,15.58,4,Si
2891,3,1,3,13,2021-07-28,2021-08-01,2021-08-03,48.2,562.4,11.67,6,No
2892,3,1,3,5,2021-07-26,2021-07-30,2021-07-30,7.81,279.67,35.81,4,Si
2893,6,2,3,4,2021-07-26,2021-07-30,2021-08-01,193.95,1319.75,6.8,6,No
2894,1,1,4,2,2021-07-28,2021-08-01,2021-08-04,7.41,214.46,28.94,7,No
2895,3,1,2,4,2021-07-26,2021-07-30,,30.89,441.23,14.28,0,Pendiente
2896,1,1,3,6,2021-07-28,2021-08-01,2021-08-04,13.82,252.92,18.3,7,No
2897,2,1,3,6,2021-07-28,2021-08-01,2021-08-03,45.95,496.18,10.8,6,No
2898,3,1,3,10,2021-07-27,2021-07-31,2021-07-29,27.4,416.8,15.21,2,Si
2899,1,1,3,9,2021-07-27,2021-07-31,2021-08-02,22.33,303.98,13.61,6,No
2900,3,1,2,1,2021-07-29,2021-08-02,,7.98,280.86,35.2,0,Pendiente
2901,6,2,3,4,2021-07-28,2021-08-01,2021-07-30,273.33,1716.65,6.28,2,Si
2902,2,1,3,1,2021-07-28,2021-08-01,2021-08-02,33.1,412.65,12.47,5,No
2903,1,1,2,13,2021-07-28,2021-08-01,,36.66,389.96,10.64,0,Pendiente
2904,3,1,2,6,2021-07-30,2021-08-03,,26.78,412.46,15.4,0,Pendiente
2905,1,1,3,15,2021-07-30,2021-08-03,2021-08-01,48.08,458.48,9.54,2,Si
2906,3,1,3,8,2021-07-29,2021-08-02,2021-08-05,47.89,560.23,11.7,7,No
2907,3,1,3,3,2021-07-28,2021-08-01,2021-08-04,32.42,451.94,13.94,7,No
2908,1,1,3,1,2021-07-28,2021-08-01,2021-08-02,11.99,241.94,20.18,5,No
2909,3,1,3,6,2021-07-29,2021-08-02,2021-08-02,12.01,309.07,25.73,4,Si
2910,2,1,3,12,2021-07-29,2021-08-02,2021-08-04,37.62,442.03,11.75,6,No
2911,3,1,4,6,2021-07-31,2021-08-04,2021-08-07,31.02,442.14,14.25,7,No
2912,1,1,3,6,2021-07-31,2021-08-04,2021-08-02,44.53,437.18,9.82,2,Si
2913,1,1,3,2,2021-07-30,2021-08-03,2021-08-06,14.27,255.62,17.91,7,No
2914,1,1,2,11,2021-07-31,2021-08-04,,24.82,318.92,12.85,0,Pendiente
2915,2,1,3,7,2021-07-30,2021-08-03,2021-08-05,33.56,415.64,12.38,6,No
2916,3,1,3,15,2021-07-29,2021-08-02,2021-08-04,18.55,354.85,19.13,6,No
2917,1,1,3,9,2021-07-29,2021-08-02,2021-07-30,22.08,302.48,13.7,1,Si
2918,3,1,3,4,2021-07-30,2021-08-03,2021-08-06,19.95,364.65,18.28,7,No
2919,3,1,3,1,2021-07-31,2021-08-04,2021-08-02,27.7,418.9,15.12,2,Si
2920,7,3,1,2,2021-07-31,2021-08-04,,1254.17,3108.34,2.48,0,Pendiente
2921,1,1,3,15,2021-07-31,2021-08-04,2021-08-04,22.88,307.28,13.43,4,Si
2922,2,1,4,5,2021-07-30,2021-08-03,2021-08-01,48.24,511.06,10.59,2,Si
2923,3,1,3,6,2021-07-31,2021-08-04,2021-08-05,45.42,542.94,11.95,5,No
2924,3,1,3,7,2021-07-31,2021-08-04,2021-08-02,49.7,572.9,11.53,2,Si
2925,3,1,3,2,2021-08-01,2021-08-05,2021-08-02,19.56,361.92,18.5,1,Si
2926,2,1,3,12,2021-07-31,2021-08-04,2021-08-02,43.05,477.32,11.09,2,Si
2927,2,1,3,6,2021-08-01,2021-08-05,2021-08-08,43.56,480.64,11.03,7,No
2928,2,1,4,4,2021-07-30,2021-08-03,2021-08-03,37.93,444.04,11.71,4,Si
2929,1,1,3,4,2021-08-01,2021-08-05,2021-08-03,41.15,416.9,10.13,2,Si
2930,8,3,3,11,2021-08-01,2021-08-05,2021-08-04,614.77,2023.97,3.29,3,Si
2931,1,1,3,13,2021-08-01,2021-08-05,2021-08-06,12.55,245.3,19.55,5,No
2932,1,1,3,2,2021-08-01,2021-08-05,2021-08-06,20.63,293.78,14.24,5,No
2933,3,1,3,4,2021-07-31,2021-08-04,2021-08-02,7.1,274.7,38.69,2,Si
2934,3,1,3,4,2021-07-31,2021-08-04,2021-08-06,14.47,326.29,22.55,6,No
2935,4,2,3,6,2021-07-31,2021-08-04,2021-08-07,84.79,639.16,7.54,7,No
2936,3,1,3,7,2021-08-01,2021-08-05,2021-08-07,30.94,441.58,14.27,6,No
2937,2,1,3,2,2021-07-30,2021-08-03,2021-07-31,46.87,502.15,10.71,1,Si
2938,2,1,2,3,2021-08-01,2021-08-05,,23.33,349.14,14.97,0,Pendiente
2939,1,1,3,6,2021-07-31,2021-08-04,2021-08-03,27.0,332.0,12.3,3,Si
2940,2,1,3,4,2021-08-01,2021-08-05,2021-08-08,18.44,317.36,17.21,7,No
2941,1,1,4,11,2021-07-31,2021-08-04,2021-08-03,41.66,419.96,10.08,3,Si
2942,2,1,3,2,2021-07-31,2021-08-04,2021-08-02,6.73,241.25,35.85,2,Si
2943,6,2,3,10,2021-07-30,2021-08-03,2021-07-31,129.3,996.5,7.71,1,Si
2944,3,1,3,6,2021-08-01,2021-08-05,2021-08-06,47.33,556.31,11.75,5,No
2945,1,1,3,6,2021-07-31,2021-08-04,2021-08-07,45.09,440.54,9.77,7,No
2946,3,1,3,1,2021-07-31,2021-08-04,2021-08-03,41.96,518.72,12.36,3,Si
2947,1,1,3,8,2021-08-01,2021-08-05,2021-08-02,18.97,283.82,14.96,1,Si
2948,1,1,3,2,2021-08-02,2021-08-06,2021-08-04,11.42,238.52,20.89,2,Si
2949,6,2,3,8,2021-07-31,2021-08-04,2021-08-05,168.55,1192.75,7.08,5,No
2950,3,1,3,14,2021-08-01,2021-08-05,2021-08-04,15.71,334.97,21.32,3,Si
2951,1,1,3,4,2021-07-31,2021-08-04,2021-08-01,31.27,357.62,11.44,1,Si
2952,2,1,3,14,2021-08-01,2021-08-05,2021-08-02,18.8,319.7,17.01,1,Si
2953,1,1,3,6,2021-08-01,2021-08-05,2021-08-06,12.56,245.36,19.54,5,No
2954,6,2,3,12,2021-08-01,2021-08-05,2021-08-07,292.05,1810.25,6.2,6,No
2955,3,1,3,9,2021-07-31,2021-08-04,2021-08-05,24.14,393.98,16.32,5,No
2956,6,2,3,4,2021-08-01,2021-08-05,2021-08-08,152.42,1112.1,7.3,7,No
2957,1,1,3,6,2021-08-01,2021-08-05,2021-08-06,40.38,412.28,10.21,5,No
2958,1,1,3,4,2021-08-03,2021-08-07,2021-08-08,29.65,347.9,11.73,5,No
2959,8,3,3,15,2021-08-02,2021-08-06,2021-08-06,1473.71,3999.53,2.71,4,Si
2960,4,2,4,11,2021-08-02,2021-08-06,2021-08-08,228.33,1213.32,5.31,6,No
2961,7,3,3,15,2021-08-03,2021-08-07,2021-08-06,810.63,2221.26,2.74,3,Si
2962,3,1,4,6,2021-08-03,2021-08-07,2021-08-06,25.67,404.69,15.77,3,Si
2963,3,1,3,7,2021-08-03,2021-08-07,2021-08-07,40.82,510.74,12.51,4,Si
2964,1,1,3,14,2021-08-03,2021-08-07,2021-08-09,33.1,368.6,11.14,6,No
2965,7,3,3,4,2021-08-02,2021-08-06,2021-08-09,572.28,1744.56,3.05,7,No
2966,2,1,3,14,2021-08-01,2021-08-05,2021-08-03,35.09,425.59,12.13,2,Si
2967,3,1,3,2,2021-08-02,2021-08-06,2021-08-04,30.78,440.46,14.31,2,Si
2968,1,1,3,8,2021-08-03,2021-08-07,2021-08-09,42.99,427.94,9.95,6,No
2969,2,1,3,6,2021-08-03,2021-08-07,2021-08-06,39.01,451.06,11.56,3,Si
2970,2,1,3,5,2021-08-03,2021-08-07,2021-08-07,36.4,434.1,11.93,4,Si
2971,2,1,3,5,2021-08-02,2021-08-06,2021-08-03,31.02,399.13,12.87,1,Si
2972,6,2,3,5,2021-08-01,2021-08-05,2021-08-02,185.87,1279.35,6.88,1,Si
2973,1,1,3,15,2021-08-03,2021-08-07,2021-08-05,31.86,361.16,11.34,2,Si
2974,3,1,1,6,2021-08-03,2021-08-07,,10.5,298.5,28.43,0,Pendiente
2975,2,1,3,6,2021-08-04,2021-08-08,2021-08-09,22.82,345.83,15.15,5,No
2976,2,1,3,3,2021-08-02,2021-08-06,2021-08-04,34.41,421.16,12.24,2,Si
2977,1,1,3,15,2021-08-04,2021-08-08,2021-08-08,46.94,451.64,9.62,4,Si
2978,1,1,3,7,2021-08-02,2021-08-06,2021-08-06,42.01,422.06,10.05,4,Si
2979,2,1,3,5,2021-08-04,2021-08-08,2021-08-10,22.16,341.54,15.41,6,No
2980,5,2,3,6,2021-08-03,2021-08-07,2021-08-04,259.57,1493.07,5.75,1,Si
2981,2,1,3,3,2021-08-03,2021-08-07,2021-08-07,37.66,442.29,11.74,4,Si
2982,3,1,3,15,2021-08-03,2021-08-07,2021-08-05,20.55,368.85,17.95,2,Si
2983,1,1,3,2,2021-08-03,2021-08-07,2021-08-09,34.15,374.9,10.98,6,No
2984,1,1,3,1,2021-08-04,2021-08-08,2021-08-08,37.41,394.46,10.54,4,Si
2985,3,1,3,15,2021-08-04,2021-08-08,2021-08-07,49.17,569.19,11.58,3,Si
2986,2,1,3,2,2021-08-05,2021-08-09,2021-08-11,40.03,457.69,11.43,6,No
2987,5,2,3,8,2021-08-04,2021-08-08,2021-08-10,266.51,1524.3,5.72,6,No
2988,3,1,3,15,2021-08-04,2021-08-08,2021-08-05,17.85,349.95,19.61,1,Si
2989,1,1,3,4,2021-08-05,2021-08-09,2021-08-07,39.24,405.44,10.33,2,Si
2990,2,1,3,6,2021-08-04,2021-08-08,2021-08-07,45.34,492.21,10.86,3,Si
2991,3,1,3,13,2021-08-03,2021-08-07,2021-08-10,17.27,345.89,20.03,7,No
2992,1,1,3,6,2021-08-03,2021-08-07,2021-08-09,9.0,224.0,24.89,6,No
2993,1,1,3,6,2021-08-04,2021-08-08,2021-08-10,44.31,435.86,9.84,6,No
2994,3,1,3,6,2021-08-05,2021-08-09,2021-08-07,21.63,376.41,17.4,2,Si
2995,1,1,3,2,2021-08-05,2021-08-09,2021-08-10,47.9,457.4,9.55,5,No
2996,2,1,3,1,2021-08-04,2021-08-08,2021-08-10,49.13,516.85,10.52,6,No
2997,3,1,3,15,2021-08-04,2021-08-08,2021-08-10,46.3,549.1,11.86,6,No
2998,6,2,3,14,2021-08-06,2021-08-10,2021-08-09,90.37,801.85,8.87,3,Si
2999,3,1,3,4,2021-08-05,2021-08-09,2021-08-06,37.41,486.87,13.01,1,Si
3000,1,1,3,1,2021-08-06,2021-08-10,2021-08-10,14.62,257.72,17.63,4,Si
3001,3,1,3,8,2021-08-06,2021-08-10,2021-08-07,40.4,507.8,12.57,1,Si
3002,3,1,1,11,2021-08-04,2021-08-08,,38.91,497.37,12.78,0,Pendiente
3003,1,1,3,9,2021-08-05,2021-08-09,2021-08-06,28.44,340.64,11.98,1,Si
3004,2,1,3,3,2021-08-05,2021-08-09,2021-08-10,23.63,351.1,14.86,5,No
3005,2,1,3,6,2021-08-05,2021-08-09,2021-08-06,40.16,458.54,11.42,1,Si
3006,1,1,3,1,2021-08-05,2021-08-09,2021-08-12,7.48,214.88,28.73,7,No
3007,3,1,3,14,2021-08-05,2021-08-09,2021-08-06,24.72,398.04,16.1,1,Si
3008,3,1,3,6,2021-08-06,2021-08-10,2021-08-13,19.1,358.7,18.78,7,No
3009,4,2,4,4,2021-08-05,2021-08-09,2021-08-11,124.54,798.16,6.41,6,No
3010,2,1,3,2,2021-08-05,2021-08-09,2021-08-09,5.06,230.39,45.53,4,Si
3011,3,1,3,8,2021-08-07,2021-08-11,2021-08-13,45.57,543.99,11.94,6,No
3012,1,1,3,1,2021-08-05,2021-08-09,2021-08-08,16.71,270.26,16.17,3,Si
3013,3,1,3,12,2021-08-06,2021-08-10,2021-08-13,26.57,410.99,15.47,7,No
3014,3,1,3,14,2021-08-05,2021-08-09,2021-08-11,48.82,566.74,11.61,6,No
3015,4,2,3,4,2021-08-05,2021-08-09,2021-08-07,147.93,891.72,6.03,2,Si
